model,model_id,model_slug,provider,reasoning_mode,task_id,sample_idx,status,finish_reason,family,source_collection,task_form,core_function,benchmark_split,input_tokens,output_tokens,reasoning_tokens,total_tokens,api_elapsed_s,task_elapsed_s,api_call_count,generated_at,meta_path,result:results-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508:evas
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_clock_divider_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.933904+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_clock_divider_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_clock_divider_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.933174+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_clock_divider_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:54:00.301710+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_bugfix/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:54:00.830323+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_dut/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.961725+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:37.069027+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.948880+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.948738+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.978583+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_e2e/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:05.972053+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_tb/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:15.575337+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_bugfix/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:13.646666+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_dut/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:17.215963+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_e2e/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:18.986568+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:12.433328+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:12.436838+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:12.441044+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_e2e/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:12.444281+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:12.447293+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_bugfix/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:12.450449+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_dut/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:34.986921+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_e2e/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:20.399837+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_tb/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:20.637948+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_bugfix/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:25.776248+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_dut/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:32.047309+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:27.859325+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:20.641657+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:20.644773+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:20.648745+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:27.919863+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:25.781018+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_bugfix/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:25.786181+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_dut/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:25.791017+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:32.017804+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:27.865035+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:45.142000+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_dut/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:37.942171+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_e2e/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:53:39.935009+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-loop-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
